Serial Number;List Year;Date Recorded;Town;Address;Assessed Value;Property Type;Residential Type;area_m2;meses_en_venta;nro_habitaciones;nro_pisos;Sale Amount
11022;2011;12/01/2011;East Lyme;144 B OLD COUNTY ROAD;321300;Single Family;Single Family;189m2;2;5;2;321300
11022;2011;10/21/2011;Windham;3 FAIRFIELD LN;269900;Condo;Condo;131m2;7;4;2;269900
11022;2011;11/08/2011;Enfield;79 RED BARN RD;481390;Single Family;Single Family;146m2;4;4;2;262800
11022;2011;11/01/2011;Westport;19 ELIZABETH TERRACE;317800;Single Family;Single Family;142m2;3;4;2;255600
11022;2011;11/18/2011;Bozrah;75 SUTTON PLACE;246600;Condo;Condo;137m2;3;4;2;246600
11022;2011;11/21/2011;Bridgeport;2 OBED HEIGHTS RD;324200;Single Family;Single Family;129m2;8;4;2;232200
11022;2011;11/08/2011;Wilton;15 PARTRICK LA;652190;Single Family;Single Family;129m2;6;4;2;232200
11022;2011;11/02/2011;Windham;26 BRUSH ISLAND ROAD;4561620;Single Family;Single Family;128m2;3;4;2;230400
11022;2011;01/26/2012;Westport;32 SOUTH MAIN ST;381100;Single Family;Single Family;125m2;2;4;2;225000
11022;2011;03/14/2012;Rocky Hill;143 PINE HILL RD UNIT 4B;216000;Condo;Condo;120m2;2;4;2;216000
11022;2011;11/04/2011;Portland;23B WILSHIRE ROAD;242200;Condo;Condo;108m2;6;4;2;195000
11023;2011;11/22/2011;Naugatuck;29 SWEETHEART MOUNTAIN ROAD;724868;Single Family;Single Family;260m2;5;7;3;724868
11023;2011;11/08/2011;Wilton;140 CATALPA RD;548450;Single Family;Single Family;264m2;4;7;3;540000
11023;2011;10/24/2011;Windham;424 MATSON HILL RD;472000;Single Family;Single Family;295m2;2;7;3;472000
11023;2011;12/08/2011;New Canaan;144F BELDEN RD;456000;Single Family;Single Family;285m2;6;7;3;456000
11023;2011;08/14/2012;Greenwich;35 NETTLETON HOLLOW RD;454400;Single Family;Single Family;284m2;1;7;3;454400
11023;2011;1/10/2012;Rocky Hill;54 CLEMENTEL DR;444800;Single Family;Single Family;278m2;3;7;3;444800
11023;2011;01/26/2012;Westport;6 CLAUDIA LANE;813600;Single Family;Single Family;272m2;13;7;3;435200
11023;2011;10/26/2011;Bozrah;5 INDIAN TRAIL;432000;Single Family;Single Family;270m2;5;7;3;432000
11023;2011;05/29/2012;Bozrah;832 LITCHFIELD RD;432000;Two Family;Two Family;270m2;3;7;3;432000
11023;2011;8/01/2012;Portland;73 HOWARD AVE;408000;Single Family;Single Family;255m2;2;7;3;408000
11023;2011;11/07/2011;Portland;487 DURHAM ROAD;400000;Single Family;Single Family;250m2;2;7;3;400000
11023;2011;12/07/2011;Westport;52 ERIN DR;395200;Single Family;Single Family;247m2;4;6;3;395200
11023;2011;4/02/2012;Waterford;17 HALL HILL RD;392000;Single Family;Single Family;245m2;6;6;3;392000
11023;2011;11/08/2011;Lisbon;34 DUDLEY RD;382500;Single Family;Single Family;225m2;2;6;3;382500
11023;2011;03/29/2012;Rocky Hill;295 SMITH;380800;Single Family;Single Family;224m2;2;6;3;380800
11023;2011;1/05/2012;East Lyme;57 ESSEX ST;365500;Single Family;Single Family;215m2;2;6;3;365500
11023;2011;10/12/2011;Westport;433 GRASMERE AVENUE;365500;Single Family;Single Family;215m2;8;6;3;365500
11023;2011;12/28/2011;Southington;431 BEACH POND RD;346800;Single Family;Single Family;204m2;2;6;3;346800
11023;2011;12/16/2011;Bozrah;313 EAST SHORE DR;326400;Single Family;Single Family;192m2;1;5;2;326400
11023;2011;04/24/2012;Rocky Hill;10 BATES ROAD;324700;Single Family;Single Family;191m2;9;5;2;324700
11023;2011;01/27/2012;East Lyme;17 BROOKLYN RD;283900;Single Family;Single Family;167m2;2;5;2;283900
11023;2011;11/15/2011;Lisbon;22 GILBERT STREET;681590;Single Family;Single Family;150m2;4;5;2;270000
11023;2011;2/01/2012;Westport;75 COTTAGE STREET;261000;Single Family;Single Family;145m2;5;4;2;261000
11023;2011;10/27/2011;Waterford;319 THOMASTON RD UNIT 61;259200;Condo;Condo;144m2;4;4;2;259200
11023;2011;11/02/2011;Westport;102 POOL ROAD;253800;Single Family;Single Family;141m2;2;4;2;253800
11023;2011;8/08/2012;East Lyme;12 WINDHAM RD;246600;Single Family;Single Family;137m2;9;4;2;246600
11023;2011;12/01/2011;East Lyme;133 OAK RIDGE DRIVE;241200;Condo;Condo;134m2;4;4;2;241200
11023;2011;07/18/2012;Naugatuck;44 MINOR BRIDGE RD;1452520;Single Family;Single Family;130m2;4;4;2;234000
11023;2011;11/04/2011;Windham;398 WEST AVENUE;1050280;Single Family;Single Family;126m2;4;4;2;226800
11023;2011;11/16/2011;Enfield;101B WENDOVER DR;223750;Condo;Condo;89m2;4;3;1;223750
11024;2011;07/19/2012;Naugatuck;47 SQUIRE RD;2260000;Single Family;Single Family;207m2;11;6;3;2260000
11024;2011;11/08/2011;Windham;3 CIRCLE ROAD;1500000;Single Family;Single Family;248m2;5;6;3;1500000
11024;2011;11/08/2011;Lisbon;36 BOBBYS COURT;850000;Single Family;Single Family;188m2;4;5;2;850000
11024;2011;11/07/2011;Portland;85 ISLAND AVENUE;698300;Single Family;Single Family;193m2;2;5;2;505000
11024;2011;02/22/2012;Westport;309 STEELE ROAD;449000;Single Family;Single Family;181m2;3;5;2;449000
11024;2011;1/10/2012;Rocky Hill;54 CLEMENTEL + REAR LOT;427200;Single Family;Single Family;267m2;8;7;3;427200
11024;2011;04/30/2012;Rocky Hill;122 MAIN STREET;422400;Single Family;Single Family;264m2;3;7;3;422400
11024;2011;8/02/2012;Portland;37 ELAINE DR;409600;Single Family;Single Family;256m2;5;7;3;409600
11024;2011;12/09/2011;New Canaan;42 CLAIRE HILL RD;406300;Single Family;Single Family;239m2;11;6;3;406300
11024;2011;6/05/2012;Bozrah;235 BRUEY RD;398400;Single Family;Single Family;249m2;4;6;3;398400
11024;2011;09/25/2012;Greenwich;37 WOODLAND RD;396100;Single Family;Single Family;233m2;6;6;3;396100
11024;2011;11/07/2011;Lisbon;96 CLEARFIELD RD;392700;Single Family;Single Family;231m2;1;6;3;392700
11024;2011;11/03/2011;Westport;44 TEMPLE STREET;384200;Single Family;Single Family;226m2;6;6;3;384200
11024;2011;03/30/2012;Rocky Hill;411 SMITH RD;380800;Single Family;Single Family;224m2;4;6;3;380800
11024;2011;11/17/2011;Enfield;125 PEPPER ST;363800;Single Family;Single Family;214m2;5;6;3;363800
11024;2011;11/21/2011;Bozrah;29 JUNIPER ROAD;370300;Single Family;Single Family;189m2;4;5;2;350000
11024;2011;08/21/2012;East Lyme;26 PARKER RD;346800;Single Family;Single Family;204m2;3;6;3;346800
11024;2011;11/15/2011;Wilton;6 BROOKSIDE PL;372470;Single Family;Single Family;200m2;5;6;3;340000
11024;2011;1/05/2012;East Lyme;57 ESSEX ST;336600;Single Family;Single Family;198m2;6;5;2;336600
11024;2011;10/24/2011;Windham;172 NATCHAUG DR;334900;Single Family;Single Family;197m2;4;5;2;334900
11024;2011;3/05/2012;Naugatuck;343 LITCHFIELD TPKE;311100;Single Family;Single Family;183m2;5;5;2;311100
11024;2011;4/02/2012;Waterford;69 LOHSE RD;290700;Single Family;Single Family;171m2;6;5;2;290700
11024;2011;12/28/2011;Southington;93 EKONK HILL RD;282200;Single Family;Single Family;166m2;7;5;2;282200
11024;2011;10/28/2011;Bozrah;36 A HERITAGE VLG;268200;Condo;Condo;149m2;3;4;2;268200
11024;2011;12/07/2011;Westport;142 WARD AVE;259200;Single Family;Single Family;144m2;6;4;2;259200
11024;2011;12/02/2011;Portland;31 WOODS WAY;244800;Condo;Condo;136m2;3;4;2;244800
11024;2011;01/31/2012;Westport;39 MOREY RD;792700;Single Family;Single Family;135m2;3;4;2;243000
11024;2011;12/01/2011;Naugatuck;66 VILLAGE LANE;230375;Condo;Condo;89m2;5;3;1;230375
11024;2011;10/11/2011;Westport;31 BALMAHA COURT;332920;Condo;Condo;123m2;3;4;2;221400
11025;2011;11/16/2011;Wilton;18 BRANDON CIRCLE;1750000;Single Family;Single Family;184m2;2;5;2;1750000
11025;2011;11/08/2011;Windham;49 HOLLY LANE;1089410;Single Family;Single Family;223m2;10;6;3;1080000
11025;2011;2/01/2012;Westport;3 WEST WOODS RD #1;1295400;Single Family;Single Family;236m2;1;6;3;825000
11025;2011;2/03/2012;Southington;124 MAIN STREET;660000;Three Family;Three Family;440m2;5;8;5;660000
11025;2011;08/28/2012;East Lyme;91 OLD KINGS HWY;650000;Single Family;Single Family;220m2;3;6;3;650000
11025;2011;10/11/2011;Westport;161 FAIRCHILD AVENUE;546000;Three Family;Three Family;364m2;2;7;4;546000
11025;2011;10/24/2011;Windham;6 GREAT POND RD;490000;Single Family;Single Family;228m2;5;6;3;490000
11025;2011;8/07/2012;Portland;93 JEWETT ST;472000;Single Family;Single Family;295m2;5;7;3;472000
11025;2011;1/05/2012;East Lyme;57 ESSEX ST;462400;Single Family;Single Family;289m2;3;7;3;462400
11025;2011;12/05/2011;East Lyme;25 SUFFIELD STREET;449600;Single Family;Single Family;281m2;4;7;3;449600
11025;2011;10/28/2011;Waterford;41 BUCKWHEAT HILL RD;412800;Single Family;Single Family;258m2;4;7;3;412800
11025;2011;01/31/2012;East Lyme;21 GOOSENECK HILL RD;380800;Single Family;Single Family;224m2;5;6;3;380800
11025;2011;12/07/2011;Westport;73 CRANSKA RD;365500;Single Family;Single Family;215m2;1;6;3;365500
11025;2011;07/20/2012;Naugatuck;3 CHURCH STREET;351900;Single Family;Single Family;207m2;4;6;3;351900
11025;2011;11/09/2011;Portland;187 WILDWOOD AVENUE;340000;Single Family;Single Family;200m2;4;6;3;340000
11025;2011;11/07/2011;Lisbon;105 OLCOTT WAY;321300;Single Family;Single Family;189m2;4;5;2;321300
11025;2011;9/05/2012;Greenwich;104 JUDGE LN;292400;Single Family;Single Family;172m2;3;5;2;292400
11025;2011;04/13/2012;Waterford;117 RUBY RD;279000;Single Family;Single Family;155m2;5;5;2;279000
11025;2011;3/09/2012;Naugatuck;42 CARRIAGE DR;371800;Single Family;Single Family;152m2;6;5;2;273600
11025;2011;5/02/2012;Rocky Hill;CEDAR SWAMP ROAD;282040;Single Family;Single Family;151m2;2;5;2;271800
11025;2011;01/19/2012;Rocky Hill;19 THODY DR;262800;Single Family;Single Family;146m2;13;4;2;262800
11025;2011;11/17/2011;Enfield;18 UNDERHILL RD;230000;Condo;Condo;82m2;6;3;1;230000
11025;2011;11/30/2011;Lisbon;70 SCHOOLHOUSE XING;202000;Condo;Condo;104m2;5;4;2;202000
11025;2011;11/21/2011;Bozrah;84 SILO WAY;187200;Condo;Condo;104m2;6;4;2;187200
11025;2011;11/03/2011;Westport;194 QUINNIPIAC AVEENUE #3-C;163800;Condo;Condo;91m2;2;3;1;163800
11025;2011;12/02/2011;Bozrah;50 EAST HILL ROAD UNIT 7G;156600;Condo;Condo;87m2;2;3;1;156600
11026;2011;11/09/2011;Windham;54 HOLLY LANE;2575000;Single Family;Single Family;263m2;5;7;3;2575000
11026;2011;11/15/2011;Lisbon;88 NORRANS RIDGE DRIVE;1140000;Single Family;Single Family;194m2;3;5;2;1140000
11026;2011;10/13/2011;Westport;1895 MILL PLAIN ROAD;825000;Single Family;Single Family;270m2;5;7;3;825000
11026;2011;2/01/2012;East Lyme;270 WATER ST;585000;Two Family;Two Family;390m2;4;7;4;585000
11026;2011;10/25/2011;Windham;78 MOUNTAIN RD;475000;Single Family;Single Family;255m2;2;7;3;475000
11026;2011;12/29/2011;Bozrah;94 LONGWOOD DR;467200;Single Family;Single Family;292m2;11;7;3;467200
11026;2011;11/16/2011;Wilton;12 OLD HIGHWAY;464000;Single Family;Single Family;290m2;3;7;3;464000
11026;2011;03/15/2012;Naugatuck;66 SPERRY RD;420000;Single Family;Single Family;177m2;2;5;2;420000
11026;2011;02/14/2012;Westport;138 KNIBLOE HILL RD;479400;Single Family;Single Family;261m2;3;7;3;417600
11026;2011;10/31/2011;Waterford;71 DALTON ST;409600;Single Family;Single Family;256m2;3;7;3;409600
11026;2011;01/30/2012;Rocky Hill;37 SIDE HILL RD;401600;Single Family;Single Family;251m2;1;7;3;401600
11026;2011;9/05/2012;Greenwich;104 JUDGE LN;388800;Single Family;Single Family;243m2;3;6;3;388800
11026;2011;11/21/2011;Enfield;337 ELM ST;385600;Single Family;Single Family;241m2;5;6;3;385600
11026;2011;04/25/2012;Waterford;222 TOLLAND TPKE;379100;Single Family;Single Family;223m2;3;6;3;379100
11026;2011;8/07/2012;Portland;80 N STATE ST;368900;Three Family;Three Family;217m2;3;6;3;368900
11026;2011;11/22/2011;Bozrah;58 BROWN STREET;350200;Single Family;Single Family;206m2;1;6;3;350200
11026;2011;3/01/2012;Westport;78 HOLCOMB HILL ROAD;316200;Single Family;Single Family;186m2;4;5;2;316200
11026;2011;12/07/2011;Naugatuck;61 DYER AVENUE;277100;Single Family;Single Family;163m2;6;5;2;277100
11026;2011;11/09/2011;Lisbon;6 GOOSEBERRT HILL;271000;Single Family;Single Family;126m2;3;4;2;271000
11026;2011;07/31/2012;Naugatuck;15 BAYBERRY HILL;763490;Single Family;Single Family;148m2;4;4;2;266400
11026;2011;11/04/2011;Westport;26 OLD PUTNAM RD EXT;243000;Single Family;Single Family;135m2;2;4;2;243000
11026;2011;11/14/2011;Portland;19 FENCE CREEK DRIVE;797400;Single Family;Single Family;126m2;3;4;2;226800
11026;2011;12/06/2011;East Lyme;53 SPRING STREET;226800;Single Family;Single Family;126m2;2;4;2;226800
11026;2011;11/04/2011;Westport;20 OLD FARM ROAD;544740;Single Family;Single Family;123m2;4;4;2;221400
11026;2011;4/05/2012;Rocky Hill;143 PINE HILL RD    3B;183600;Condo;Condo;102m2;3;4;2;183600
11026;2011;11/03/2011;Bozrah;429 A HERITAGE VLG;171000;Condo;Condo;95m2;2;3;1;171000
11026;2011;05/16/2012;Rocky Hill;108 OAKWOOD TRAIL;154000;Condo;Condo;77m2;6;2;1;154000
11026;2011;1/05/2012;Bozrah;391 MAIN ST # 504;152000;Condo;Condo;76m2;2;2;1;152000
11027;2011;11/21/2011;Wilton;22 EDGEWATER DRIVE;1219900;Single Family;Single Family;180m2;5;5;2;1219900
11027;2011;03/19/2012;Naugatuck;56 CHELSEA CIR;627500;Single Family;Single Family;206m2;6;6;3;627500
11027;2011;12/07/2011;Naugatuck;130 BARBOURTOWN ROAD;575000;Single Family;Single Family;218m2;4;6;3;575000
11027;2011;11/23/2011;Bozrah;28 PEBBLE BEACH DR;480198;Single Family;Single Family;177m2;6;5;2;480198
11027;2011;11/09/2011;New Canaan;163 E CHIPPENS HILL RD;425000;Single Family;Single Family;220m2;5;6;3;425000
11027;2011;04/16/2012;Rocky Hill;105 BABBITT RD;419200;Single Family;Single Family;262m2;6;7;3;419200
11027;2011;09/25/2012;East Lyme;317 DRAIN ST;417600;Single Family;Single Family;261m2;9;7;3;417600
11027;2011;10/31/2011;Waterford;83 CUMMINGS AVE;403200;Single Family;Single Family;252m2;3;7;3;403200
11027;2011;06/21/2012;Bozrah;485 WINCHESTER RD;401600;Single Family;Single Family;251m2;6;7;3;401600
11027;2011;02/13/2012;Southington;69 LAUREL DRIVE;388800;Single Family;Single Family;243m2;1;6;3;388800
11027;2011;11/22/2011;Enfield;33 FAIRLEA;387200;Single Family;Single Family;242m2;4;6;3;387200
11027;2011;1/05/2012;East Lyme;375 WINTHROP RD;375700;Single Family;Single Family;221m2;2;6;3;375700
11027;2011;11/07/2011;Lisbon;51 CLOVERCREST RD;362100;Single Family;Single Family;213m2;1;6;3;362100
11027;2011;11/17/2011;Lisbon;26 RITA ROAD;370340;Single Family;Single Family;173m2;1;5;2;352500
11027;2011;11/04/2011;Bozrah;157 EAGLE VIEW RD;512270;Single Family;Single Family;158m2;5;5;2;284400
11027;2011;8/07/2012;Portland;3 FARREL DR;284400;Single Family;Single Family;158m2;12;5;2;284400
11027;2011;10/13/2011;Westport;2081 MILL PLAIN ROAD;277200;Single Family;Single Family;154m2;6;5;2;277200
11027;2011;12/12/2011;Westport;116 NEW RD;272000;Single Family;Single Family;160m2;9;5;2;272000
11027;2011;11/07/2011;Westport;157 ROCK ROAD;269000;Single Family;Single Family;136m2;5;4;2;269000
11027;2011;12/07/2011;East Lyme;75 GREENFIELD DRIVE;261000;Single Family;Single Family;145m2;7;4;2;261000
11027;2011;10/25/2011;Windham;20 FIRETHORN DR;257400;Condo;Condo;143m2;9;4;2;257400
11027;2011;2/10/2012;Rocky Hill;245 MAPLE AVE;252000;Single Family;Single Family;140m2;3;4;2;252000
11027;2011;05/16/2012;Rocky Hill;106 OAKWOOD TRAIL;248400;Condo;Condo;138m2;2;4;2;248400
11027;2011;11/16/2011;Windham;129 HOLLOW TREE RIDGE ROAD;596610;Single Family;Single Family;134m2;1;4;2;241200
11027;2011;08/23/2012;Naugatuck;141 BACON RD;1192450;Single Family;Single Family;131m2;8;4;2;235800
11027;2011;04/26/2012;Waterford;53 MIRTL RD;315700;Condo;Condo;116m2;3;4;2;208800
11027;2011;03/14/2012;East Lyme;220 MAIN STREET 6F;151200;Condo;Condo;84m2;4;3;1;151200
11028;2011;11/29/2011;Lisbon;25 TEA HOUSE LANE;1423000;Single Family;Single Family;181m2;10;5;2;1275000
11028;2011;11/16/2011;Windham;22 LYNN COURT;759000;Single Family;Single Family;246m2;3;6;3;759000
11028;2011;10/25/2011;Windham;65 SADDLE RIDGE RD;575000;Single Family;Single Family;250m2;3;7;3;575000
11028;2011;1/12/2012;Bozrah;29 OLMSTEAD RD;516000;Single Family;Single Family;275m2;7;7;3;516000
11028;2011;12/19/2011;New Canaan;72 LYON RD;430400;Single Family;Single Family;269m2;1;7;3;430400
11028;2011;02/22/2012;Westport;97 AMENIA RD;430400;Single Family;Single Family;269m2;3;7;3;430400
11028;2011;10/12/2011;Westport;63 ROUND HILL ROAD;423000;Single Family;Single Family;210m2;9;6;3;423000
11028;2011;5/11/2012;Rocky Hill;28 CENTER ST;396100;Single Family;Single Family;233m2;4;6;3;396100
11028;2011;03/21/2012;Westport;27 LITTLEBROOK ROAD;387200;Single Family;Single Family;242m2;3;6;3;387200
11028;2011;02/27/2012;Rocky Hill;89R TRI MOUNTAIN RD;385000;Single Family;Single Family;184m2;2;5;2;385000
11028;2011;12/07/2011;East Lyme;75 GREENFIELD DRIVE;382500;Single Family;Single Family;225m2;7;6;3;382500
11028;2011;10/31/2011;Waterford;259 WINDING BROOK FARM RD;375000;Single Family;Single Family;160m2;5;5;2;375000
11028;2011;02/15/2012;Southington;14 TARKLIN HILL RD;367200;Single Family;Single Family;216m2;3;6;3;367200
11028;2011;7/02/2012;Bozrah;236 GREENWOODS RD W;345100;Single Family;Single Family;203m2;3;6;3;345100
11028;2011;02/29/2012;East Lyme;306 NO SOCIETY RD;290700;Single Family;Single Family;171m2;6;5;2;290700
11028;2011;8/09/2012;Portland;5 MARTIN TERR;285600;Single Family;Single Family;168m2;3;5;2;285600
11028;2011;08/29/2012;Naugatuck;1071 WASHINGTON WOODBURY RD;452350;Condo;Condo;137m2;8;4;2;279000
11028;2011;12/09/2011;Westport;424 NORWICH RD;271800;Single Family;Single Family;151m2;6;5;2;271800
11028;2011;11/22/2011;Enfield;85 HOLLY PL;282450;Single Family;Single Family;146m2;6;4;2;262800
11028;2011;11/18/2011;Portland;44 SCOTLAND AVENUE;284800;Single Family;Single Family;132m2;5;4;2;260000
11028;2011;03/19/2012;Naugatuck;151 BEAR HILL RD;255000;Single Family;Single Family;139m2;3;4;2;255000
11028;2011;5/07/2012;Waterford;63-54 SCHOFIELD RD;253800;Condo;Condo;141m2;9;4;2;253800
11028;2011;11/04/2011;Bozrah;333 A HERITAGE VLG;244800;Condo;Condo;136m2;1;4;2;244800
11028;2011;11/15/2011;Lisbon;8 HAWTHORN WAY;383000;Single Family;Single Family;132m2;8;4;2;237600
11028;2011;12/07/2011;Naugatuck;62 COUNTRY LANE;225000;Single Family;Single Family;125m2;7;4;2;225000
11028;2011;12/02/2011;Wilton;69 EAST MEADOW ROAD;1447300;Single Family;Single Family;122m2;7;4;2;219600
11028;2011;11/07/2011;Westport;11 ST JOHN ST #G-5;215000;Condo;Condo;86m2;1;3;1;215000
11028;2011;11/23/2011;Bozrah;26 QUAIL RUN LANE;189900;Condo;Condo;92m2;5;3;1;189900
11028;2011;05/16/2012;Rocky Hill;103 OAKWOOD TRAIL;163800;Condo;Condo;91m2;6;3;1;163800
11029;2011;10/18/2011;Westport;470 FULLING MILL LANE;1100000;Single Family;Single Family;246m2;5;6;3;1100000
11029;2011;11/03/2011;Lisbon;638-31 DANBURY ROAD;740000;Single Family;Single Family;193m2;5;5;2;740000
11029;2011;01/23/2012;East Lyme;7 MERRIWOLD LA;594000;Single Family;Single Family;247m2;1;6;3;594000
11029;2011;12/02/2011;Wilton;8 GREENBRIAR LANE;560000;Single Family;Single Family;268m2;5;7;3;560000
11029;2011;1/09/2012;New Canaan;10 STANDWICH LN;502500;Single Family;Single Family;193m2;8;5;2;502500
11029;2011;11/23/2011;Enfield;7 WEBB CIR;475200;Single Family;Single Family;297m2;2;7;3;475200
11029;2011;07/24/2012;Bozrah;18 MAPLE AVE;472000;Single Family;Single Family;295m2;5;7;3;472000
11029;2011;05/14/2012;Rocky Hill;82 HILLSIDE AVE;460800;Single Family;Single Family;288m2;2;7;3;460800
11029;2011;11/28/2011;Bozrah;13 OLD VILLAGE ROAD;440000;Single Family;Single Family;275m2;2;7;3;440000
11029;2011;03/26/2012;Naugatuck;239 AMITY RD;435200;Single Family;Single Family;272m2;10;7;3;435200
11029;2011;11/07/2011;Westport;50 MEADOW BROOK ROAD;430400;Single Family;Single Family;269m2;7;7;3;430400
11029;2011;11/18/2011;Portland;226 RIDGE ROAD;427000;Single Family;Single Family;266m2;2;7;3;427000
11029;2011;03/21/2012;Southington;109 BASSETT MILL RD;422400;Single Family;Single Family;264m2;1;7;3;422400
11029;2011;9/05/2012;Naugatuck;204 BACON RD;414400;Single Family;Single Family;185m2;4;5;2;414400
11029;2011;12/07/2011;Naugatuck;62 COUNTRY LANE;412800;Single Family;Single Family;258m2;3;7;3;412800
11029;2011;10/25/2011;Windham;231 FOOTE RD;395200;Single Family;Single Family;247m2;2;6;3;395200
11029;2011;01/18/2012;Bozrah;5 ACORN DR;384000;Single Family;Single Family;240m2;2;6;3;384000
11029;2011;12/12/2011;Westport;89 ERIN DR;338300;Single Family;Single Family;199m2;2;5;2;338300
11029;2011;02/27/2012;Rocky Hill;235R CHERRY LANE;325000;Single Family;Single Family;178m2;5;5;2;325000
11029;2011;3/08/2012;East Lyme;162 WRIGHT POND RD;319600;Single Family;Single Family;188m2;3;5;2;319600
11029;2011;05/16/2012;Waterford;101 DALEVILLE SCHOOL RD;316200;Single Family;Single Family;186m2;4;5;2;316200
11029;2011;02/22/2012;Westport;151 WHIE HILLOW RD;329800;Single Family;Single Family;169m2;4;5;2;287300
11029;2011;11/05/2011;Waterford;24 CENTER ST;257400;Single Family;Single Family;143m2;3;4;2;257400
11029;2011;08/13/2012;Portland;142 PLATT ST;239400;Single Family;Single Family;133m2;1;4;2;239400
11029;2011;03/21/2012;Westport;220 MAIN STREET 9E;228600;Condo;Condo;127m2;9;4;2;228600
11029;2011;11/16/2011;Windham;9 LIBBY LANE;1397900;Single Family;Single Family;120m2;5;4;2;216000
11029;2011;11/07/2011;Bozrah;842 D HERITAGE VLG;181800;Condo;Condo;101m2;2;4;2;181800
11029;2011;05/16/2012;Rocky Hill;101 OAKWOOD TRAIL;160200;Condo;Condo;89m2;12;3;1;160200
